book_id,book_listing,book_author,book_title,book_publisher,book_place,book_year,book_edition,book_size,book_condition,book_notes,book_directory
506,,,"John Marin Prints, a Retrospective",Kennedy Galleries,New York,1982,,10 x 7,fine,48 works; softbound,
507,"Marini, Marino                       ",Giorgio e Guido Guastalla,"Marino Marini, Catalogo ragionato dell$apos;Opera grafica (Incisioni e Litografie)  ",Edizioni Graphis Arte,"Roma, Livorno",1990,,12 1/8 x 9 7/8,as new,"in Italian;  268 pp., numbered 476 of 3000 copies printed; hardcover (blue cloth with gold letters), d.j.",
508,,L.F. Toninelli,Marino Marini Lithographs 1942-1965   catalogue raisonne,Harry N. Abrams,New York,1967,,11 in x 9 in,fine,"text by Giovanni Carandente, 184 pp., hardbound (black cloth, white letters), d.j. slight wear",
509,"Markham, Kyra",,"Kyra Markham, American Fantasist (1891-1981)",The Witkin Gallery,New York,1981,,8 in x 11,fine,"17 pp., intro. by Lee D. Witkin; softbound",
510,"Marsh, Reginald                      ",Lloyd Goodrich,Reginald Marsh,Harry N. Abrams,New York,1972,,13 in x 14 in,fine,"307 pp., hardbound (tan cloth with gold letters), d.j.",
511,"Mastro-Valerio, Alessandro    ",,Alessandro Mastro-Valerio    exhibition catalogue,The Old Print Shop,New York,1993,,7 7/8 x 5,fine,158 works; softcover,
512,,,"Henri Matisse, the Graphic Works   exhibition catalogue",Reiss.Cohen,New York,1972,,9 in x 11 1/8,good,112 works; softcover,
513,,,"Henri Matisse, 1869-1954, Gravures et lithographies",Musee dÕart et d$apos;histoire,Fribourg,1982,,10 in x 7 in,fine,"in French; intro. by Yvonne Lehnherr; $apos;Matisse Graveur$apos; by Margrit Hahnloser-Ingold; $apos;Les Livres Illustres$apos; by Roger Marcel Mayou; 207 pp., softbound, slight crease back cover, otherwise fine",
514,,,"Henri Matisse, 1869-1954, Master of Graphic Art; Wood-cuts and Lithographs 1904-1929, a Retrospective Exhibition",R.S. Johnson International,Chicago,1972,,9 in x 7 in,good,46 works; softbound,
515,,,A Collection of Proof Etchings by Henri Matisse 1869-1954; Poesies 1932,William Weston Gallery,London,1998,,10 in x 8,fine,18 works; softbound,
516,,,"Henri Matisse, Twenty Paintings and Drawings    exhibition catalogue",Lumley Cazalet,London,1998,,7 x 6 in,fine,48 pp,
517,,,"Pasiphae    (Engravings on the theme of  Chant de Minos (Les Cretois) for the text by H. de Montherlant, Paris 1981)   catalogue",Patrick Cramer,Geneva,1982,,9 in x 7 in,fine,American edition of 1500 copies; softbound,
518,,Susan Lambert,Matisse Lithographs,Universe Books,New York,1982,,7 in x 8 in,fine,50 works; softbound,
520,"Matisse, Henri",,Drawings by Henri Matisse and late 19th and early 20th c. prints;  exhibition catalogue,Lumley Cazalet,London,1985,,7 1/4 x 8 1/4,fine,6 drawings and 7 prints by Matisse,
521,"Matisse, Henri",William S. Lieberman,"Matisse, 50 Years of his Graphic Art",George Braziller,NY,1956,,11 1/4 x 8 3/4,very good,"150 pp., hardbound, (grey cloth, red and white letters, white star design on front cover)",
522,"Matisse, Henri",,A la Rencontre de Matisse,Fondation Maeght,Saint-Paul,1969,,8 3/4 x 7 3/4,fine,in French; intro. by Nicole S. Mangin; 'De la Ressemblance' by Aragon; softcover,
523,"Maurin, Charles",,"Charles Maurin, the Vaporizor Watercolors     Catalogue No. 62",,NY,1986,,5 1/2 x 8 1/2,as new,preface by Colin Eisler; softcover,
524,"Maurin, Charles",,"Charles Maurin, 1856-1914, A Collection of Prints in Rare or Unique Impressions, Drawings, Pastels and an Oil Painting; exhibiti",Lucien Goldschmidt,NY,1978,,10 x 7,fine,essay by Phillip Dennis Cate; 56 pp. and price list; softbound,
525,"Mazur, Michael",,"Michael Mazur, Vision of a Draughtsman      20 year retrospective of works on paper",Brockton Art Center,"Brockton, Mass.",,,10 x 8 1/2,,"preface by Marilyn Friedman Hoffman and Roger T. Dunn; intro. by Frank Robinson; notes by Michael Mazur; unpag., 119 works listed; softcover",
526,"McBey, James",Malcolm C. Salaman,The Etchings of James McBey,"Halton & Truscott Smith London and Minton, Balch & Co.",NY,1929,,11 3/4 x 9 1/2,fine,"32 pp. + 96 plates, original etching ÒBarcarolleÓ on greenish paper, signed in ink, frontispiece; hardcover, black cloth with gold letters and gold and black image of McBey pulling a print from his press, front cover; top edge gilt",
527,"Meckseper, Friedrich",,Friedrich Meckseper Radierungen,Verlag Roland Angst,Munich,1978,,8 1/4 x 10 3/4,fine,"73 pp., 32 plates, of which the color prints are printed in color; heavy boards",
528,"Meckseper, Friedrich",Rolf Schmucking,"Meckseper, Friedrich, Werkverzeichnis der Radierungen 1956-1975, in German",Verlag Galerie Schmucking,Braunschweig,1977,,10 3/4 x  81/2,as new,"229 pp., 170 works pictured; hardcover (light tan cloth with brown letters), reproduction of a color print pasted on front cover; edition of 1000 unnumbered",
529,"Meckseper, Friedrich",Rolf Schmucking,"Meckseper, Werkverzeichnis der Radierungen 1956-1969",Verlag Galerie Schmucking,Braunschweig,1969,,10 3/4 x 8 1/2,very good,"in German; numbered 697 of edition of 1000; 132 pp., heavy boards",
530,"Meidner, Ludwig",,The Graphic Work of Ludwig Meidner,Univ. of  Notre Dame Art Gallery,,,,11 x 8 1/2,fine,"8 pp. paper catalogue, 59 works listed; essay by Frank Whitford",
531,"Meissner, Leo",,"Leo Meissner, Prints       catalogue",Childs Gallery,Boston,,,11 x 8 1/2,fine,"laser reproduction of duplicates of complete collection in the Farnsworth Museum,  n.d., plastic covers",
532,"Meyerowitz, William",,The Etchings of William Meyerowitz; exhibition catalogue,"Archer M. Huntington Art Gallery, Univ. of Texas",Austin,1996,,11 x 8 1/2,fine,32 pp.; text by Jonathan Bober; softcover,
533,"Meyerowitz, William",Theresa Bernstein Meyerowitz,"William Meyerowitz, the Artist Speaks","The Art Alliance Press, Associated University Presses, Cranbury","NY, NJ",1986,,,,"foreword by James B. Bell; 100 pp. + plates; hardcover (black cloth with gold letters), d.j., fine",
534,"Miller, Kenneth Hayes",,"Kenneth Hayes Miller, Etchings and Drypoints     exhibition catalogue",Associated American Artists,NY,1979,,9 x 6,fine,109 works listed; paper,
535,"Milton, Peter",,"Peter Milton, Complete Etchings 1960-1976",Impressions Workshop,Boston,1977,,11 x 8 1/2,fine,"commentary by Kneeland McNulty; essays by the artist; 137 pp., 97 prints illustrated; softbound; fine except one small tear top left of cover",
536,"Moore, Henry",,"Henry Moore, l'Oeuvre Grave, retrospective 1931-1972",Galerie Cramer,Geneva,1973,,8 1/4 x 5 7/8,fine,"in French; intro. by Arnold Kohler; 69 works listed; edition of 1,850; softcover",
537,"Moran, Thomas",Anne Morand and Nancy Friese,"The Prints of Thomas Moran in the Thomas Gilcrease Institute of American History and Art, Tulsa",,Oklahoma,1986,,10 x 7,as new,"essays by Nancy Friese, T. Victoria Hansen and Linda C. Hults; 255 pp., profusely illustrated; softcover",
538,"Morandi, Giorgio",,Prints and Drawings by Giorgio Morandi from a private collector,Sotheby's catalogue,NY,1997 (May),,,as new,50 works illustrated,
539,"Morandi, Giorgio",,Giorgio Morand Etchings,"Tate Gallery,",London,1991,,10 3/4 x 8 1/4,as new,"93 pp., 48 works illustrated; foreword by Nicholas Serota; 'The Etchings' by Jennifer Mundy; essay by Christopher Le Brun; softcover",
540,"Morandi, Giorgio",,"Giorgio Morandi Etchings, 1915-1961",Lumley Cazalet,London,1979,,7 x 6 1/4,as new,"notes by Jean-Michel Folon; 32 pp., 43 works listed; softcover",
541,"Moskowitz, Ira",,The Drawings and Paintings of Ira Moskowitz,Landmark Book Co.,NY,1990,,12 x 10 3/4,fine,"foreword by Isaac Bashevis Singer; intro. by John Davis Hatch; essay by Joseph S. Czestochowski; appreciation by G. Tadmor; 'Artistry and Atavism' by Nan Richardson; notes by the artist; 228 pp., hardcover, d.j.",
542,"Motherwell, Robert",Stephanie Terenzio,"The Prints of Robert Motherwell, A Catalogue Raisonne  1943-1984, by Dorothy C. Belknap",Hudson Hills Press,NY,1984,,12 1/4 x 9 1/4,as new,"304 pp., hardcover, red cloth with gold letters on spine, black Motherwell design front cover",
543,"Motherwell, Robert",,"Robert Motherwell, Selected Prints: 1961-1974     catalogue of exhibition","Brooke Alexander,",NY,1974,,,fine,"14 pp., 33 works illustrated; softcover, 10 x 12Ó; covers: untitled lithograph with collage by Motherwell, printed on Rives BFK paper, 10 x 24Ó, unsigned and unnumbered edition of 3,975 copies; foreword by Arthur A. Cohen",
544,Alphonse Mucha: The Spirit of Art Nouveau (SOLD),"Victor Arwas, Jana Brobcova-Orlikova, Anna Dvorak",Alphonse Mucha: The Spirit of Art Nouveau (SOLD),Art Services International and Yale University Press,,1998,,,as new,"intro. by Ronald F. Lipp and Suzanne Jackson; essays by Quentin Bajac, Jean-Marie Bruson, Geraldine Mucha, Jack Rennert; 344 pp., hardcover (black cloth with silver letters), d.j.",
545,"Mucha, Alphonse",Ann Bridges (ed.),"Alphonse Mucha, The Complete Graphic Works",Harmony Books,NY,1980,,11 3/4 x 9,as new,"foreword by Jiri Mucha; contributions by Marina Henderson and Anna Dvorak; 192 pp., hardcover, d.j.",
546,"Mucha, Alphonse",Jiri Mucha and Marina Henderson,The Graphic Work of Alphonse Mucha,Academy Editions / St. Martin's Press,London / NY,1973,,12 1/4 x 9 1/2,fine,"hardcover, d.j.",
547,"Mueller, Otto",,"Otto Mueller, Das Graphische Gesamtwerk,   exhibition","Galerie Nierendorf,",Berlin,1974,,12 x 8 1/2,as new,"in German; intro. by Florian Karsch; essay by Paul Westheim; unpag., 172 works; very thick boards",
548,"Munakata, Shiko",,Shiko Munakata exhibition of woodcuts,Cleveland Museum of Art,,1960,,9 x 6 1/4,fine,"edition of 2,500 on Mino paper; softcover bound with orange string in Tokyo; covers are details of a woodcut; ex-libris inside front cover Arnold and Karen Klein",
549,"Munch, Edvard",,"Graphic Works of Edvard Munch, 90 prints selected",Dover,NY,1979,,12 x 9,fine,intro. by Alfred Werner; softcover,
550,"Munch, Edvard",,"Edvard Munch, Graphical Works from Norwegian private collections,-also crayons and watercolors",Galleri KB,Oslo,1973,,9 1/2 x 7 3/8,fine,67 works illustrated; softcover,
551,"Murphy, John J.A.",,"John J.A. Murphy (1888-1968), An Exhibition of Woodcuts",Sylvan Cole Gallery,NY,1990,,5 1/2 x 8 1/2,fine,"catalogue, 163 works listed, foreword by Sylvan Cole, intro. by Jan Johnson; softcover,",
552,"Nagaoka, Kunito",,Kunito Nagaoka         Werkverzeichnis der Radierungen 1971-1975,Galerie Lietzow,Berlin,1975,,8 x 7 3/4,fine,"in German, text by Godehard Lietzow and Horst Hartmann; 40 pp., edition of 1,000; softcover",
553,"Nason, Thomas",,Thomas Nason      Catalogue of his prints,Childs Gallery,Boston,undated 1987 (?),,11 x 8 1/2,fine,"unpag., plastic protected softcover,",
554,"Nesbitt, Jackson Lee",,"Jackson Lee Nesbitt, the Graphic Work      catalogue of retrospective exhibition",Stone and Press Galleries,New Orleans,1993,,8 1/2 x 11,fine,41 prints illustrated; preface and intro. by Earl Retif; tribute by Roger Medearis; 'The Artistic Milieu of Jackson Lee Nesbitt' by Ann M. Moore; softcover,
555,"Nesbitt, Lowell",,Lowell Nesbitt      Fine Art Acquisitions,,NY,1982,,11 x 8 1/2,fine,"color illustrations, price list; softcover",
556,"Nesch, Rolf",,The Graphic Art of Rolf Nesch,Detroit Institute of Arts,"Detroit, MI",1969,,12 1/4 x 9 1/4,as new,compiled and edited by Ellen Sharp; foreword by Willis F. Woods; intro. by Jan Askeland; notes by Ernst Scheyer and Ellen Sharp; numbered 122 of 150 hardbound copies (accompanying original metal print lacking); in cardboard slipcase,
557,"Nesch, Rolf",,"Rolf  Nesch, Sammlung Reinhard des Arts    Auction 260",Hauswedell & Nolte,Hamburg,1985,,10 5/8 x 7 5/8,fine,intro. by Wolf Stubbe; 185 works listed; many b/w and color illustrations; softcover,
558,"Nesch, Rolf",,"Rolf Nesch, exhibition at the Akademie der Kunste",,Berlin,1966,,8 3/4 x 8 3/4,as new,"in German; preface by Friedrich Ahlers-Hestermann; intro. by Alfred Hentzen; 205 works listed; illustrations in b/w and color (4 page foldout), softcover",
559,"Nesch, Rolf",,Catalogue for exhibition at  Nasjonalgalleriet,,Oslo,1972,,9 1/4 x 7,fine,"55 pp., 257 works listed; foreword by Sigurd Willoch, 'Mitt liv' by Rolf Nesch; b/w and color illustrations (one three page foldout), softcover,2 Copies",
560,"Nesch, Rolf",,"Rolf Nesch, Flotter   Cat. 16",Galerie Ariel / Galerie Haaken,Paris / Oslo,1970,,12 1/4 x 9 1/2,fine,"intro. by Knut Berg; in French; 9 color plates, softcover (some wrinkling), interior fine",
561,"Nevelson, Louise",,"Nevelson, the Prints","Pace Editions,",NY,1974,,11 x 8 1/2,fine though some pages detached,"intro. and commentary by Gene Baro, 95 pp., softcover",
562,"Nevinson, C.R.W.",,C.R.W. Nevinson (1889-1946) After the War,Gordon Cooke,London,1989,,9 3/4 x 7 1/2,as new,23 works illustrated; softcover,
563,"Newman, Barnett",Hugh M. Davies,The Prints of Barnett Newman,The Barnett Newman Foundation,NY,1983,,12 x 8 1/2,fine,"essay by Riva Castleman;  catalogue by Sally Yard; 103 pp., softcover",
564,"Nicholson, William",Colin Campbell,"Willliam Nicholson, The Graphic Work",Barrie & Jenkins,London,1992,,10 3/4 x 8 3/4,fine,"256 pp., hardbound (brown with gold letters); illustrated d.j. (small tear top back)",
565,"Orlik, Emil",,"Emil Orlik, Zeichnungen und Druckgraphik von 1889-1932        exhibition catalogue, Munchen",Stadtischen Kunstmuseum,Bonn,1972,,9 1/2 x 6 1/8,fine,"Villa Stuck, Munchen; in German; foreword by Christian Salm, ÒEmil Orlik als GraphikerÓ by Franz Matsche; 176 pp., softcover",
566,"Palmer, Samuel",Raymond Lister,Samuel Palmer and his Etchings,Watson-Guptill Pub.,NY,1969,,10 x 7 1/2,fine,"131 pp., hardcover, (green cloth with gold letters on red band), d.j. (slight defects top and bottom)",
567,"Palmer, Samuel)",,"The Followers of William Blake: Edward Calvert, Samuel Palmer, George Richmond & Their Circle",Laurence Binyon,"NY, London",1968,,,fine,(originally published 1925); 29 pp. + 79 plates; hardcover (buff cloth with brown letters and decorated front cover),
568,"Parrish, Maxfield",Coy Ludwig,Maxfield Parrish,Watson-Guptill Pub.,NY,1975,,,fine,"(3rd printing); 223 pp., profusely illustrated, many in color; hardcover, (pale green with gold letters), d.j. (scuffed corners)",
569,"Parrish, Maxfield",Sylvia Yount,"Maxfield Parrish, 1870-1966",Harry N. Abrams,"NY, Pennsylvania Academy of the Fine Arts",1999,,12 1/4 x 9 1/2,fine,"160 pp., ÒThe Painting Methods of Maxfield ParrishÓ by Mark F. Bockrath; hardcover",
570,"Parrish, Maxfield",William Holland & Douglas Congdon-Martin,The Collectible Maxfield Parrish,"Schiffer Pub.,","Atglen, PA",1993,,12 1/4 x 9 1/2,fine,"180 pp.+, fully illustrated, with value guide; hardcover, light blue cloth with black letters, d.j.",
571,"Pasmore, Victor",,"Victor Pasmore, Nine Screenprints 1988-1990",Marlborough Graphics,London,1990,,11 3/4 x 8 1/4,fine,"intro. by Giulio Carlo Argan; (24 pp.), softcover",
572,"Patterson, Margaret Jordan",,"Margaret Jordan Patterson, 1867-1950",James R. Bakker Antiques,"Cambridge, Mass.",1990,,11 x 8 1/2,fine,"15 pp., 117 works listed",
573,"Pearlstein, Philip",,"The Lithographs and Etchings of Philip Pearlstein,   exhibition at Springfield Art Museum,",,"Springfield, Missouri",1978,,9 1/2 x 9 1/2,fine,"66 pp., preface by William C. Landwehr; essay by Richard S. Field; softcover",
574,"Pennell, Joseph",,Catalogue of the Etchings of Joseph Pennell Compiled by Louis A. Wuerth,"Little, Brown & Co.",Boston,1928,,12 x 9,,"intro. by Elizabeth Robins Pennell; 312 pp., numbered 307 of 465 copies; 854 works illustrated; inscribed in ink on first blank page, 'Inscribed with much appreciation for Mrs. Laurent Oppenheim by Elizabeth Robins Pennell, July 17th, 1934', hardcover, half leather, gold letters on spine, paper wraps; top edge gilt; book in very beautiful condition",
575,"Pennell, Joseph",,"Catalogue of the Pennell Memorial Exhibition 1926   etchings, lithographs, water colors, drawings and books",Print Club of Philadelphia,printed by J.B. Lippincott Co.,1926,,10 1/4 x 7,fine,"intro. by John C. Van Dyke; 59 pp. + plates, thick boards cover, gold letters front",
576,"Pennell, Joseph",,Joseph Pennell's Pictures of the Panama Canal,J.B. Lippincott Co.,Phila. and London,1913,,10 x 7 1/4,very good,"Reproductions of a series of lithographs made by him on the isthmus of Panama, January-March, 1912, together with impressions and notes by the artist; unpag., hardcover; paste-up of print and title from d.j. on front cover",
577,"Pennell, Joseph",Louis A. Wuerth,Catalogue of the Lithographs of Joseph Pennell,"Little, Brown & Co.",Boston,1931,,12 x 8 1/2,very good,"intro. by Elizabeth Robins Pennell; 243 pp., numbered 20 of 400 copies printed (plus 25 not for sale); 621 works illustrated; hardcover, t.e.g.",
578,"Peterdi, Gabor",,Gabor Peterdi Graphics 1934-1969,Touchstone Pub.,NY,1970,,12 3/4 x 9 3/4,very good,"unpag., 282 works illustrated; hardcover; includes loosely inserted original color etching 'Red Eclipse II', 1969, signed in the plate",
579,"Peterdi, Gabor",,"Gabor Peterdi, Pacific and other recent works",Jane Haslem,"Washington, D.C.",1990,,9 x 9,fine,intro. by Andrew Forge; unpag. (16 pp.); softcover,
580,"Petersen, Martin",,"Martin Petersen, 1866-1956, Prints",Kramer Gallery,"St. Paul, Minn.",1989,,11 x 8 3/4,fine,225 works illustrated; softcover,
581,"Picasso, Pablo","Alfred H. Barr, Jr.",Picasso: Fifty Years of his Art,Museum of Modern Art,NY,,,10 1/4 x 7 3/4,fine,"reprint edition 1966/1974; 314 pp., hardcover",
582,"Picasso, Pablo",,"Prints by Pablo Picasso from the Estate of Pablo Picasso, Marina Picasso Collection and Other Owners",Sotheby's,NY,,,9 1/4 x 8 3/4,fine,"Sale 4987, 1982;  98 works; softbound",
583,"Picasso, Pablo",,Picasso Lithographs from the Mourlot Collection,Sotheby's,NY,,,10 3/4 x 8 1/4,fine,"Sale 6624, 1994; 283 works; glossy softcover",
584,"Picasso, Pablo",,"Pablo Picasso, Sotheby's auction catalogue",Sotheby's,NY,,,,fine,,
585,"Picasso, Pablo",,Graphik Handzeichnungen und Bucher von Pablo Picasso,Kornfeld und Klipstein auction 139,Berne,1970,,10 3/4 x 7 3/4,fine,"119 pp., 271 works; in German; softcover",
